detector,localization,edge_mae,ler_mae,lwr_mae,n
canny,pixel,2.036239720729839,1.069729505968399,1.2693215454384068,1920
canny,sub-pixel,1.9481886848653438,0.9573372823685733,1.1526024596226945,1920
threshold,pixel,1.6545292995252308,0.7098221995124206,0.8438085739015928,1920
threshold,sub-pixel,1.6688721075992423,0.7310858386515208,0.8626116158390669,1920
