variant,seed,train_seconds,n_params
seg-only,0,74.83682250976562,65786
seg-only,1,76.60534334182739,65786
seg-only,2,76.33311247825623,65786
full,0,121.93560290336609,65786
full,1,125.09706115722656,65786
full,2,126.40550184249878,65786
