detector,localization,k_n,edge_mae,ler_mae,lwr_mae
canny,pixel,4.0,0.6519945663270529,0.22947515446935773,0.023264054764291275
canny,sub-pixel,4.0,0.4641661080528429,0.13539128627466235,0.05153428359757184
threshold,pixel,4.0,0.42166076021490234,0.04527356152634865,0.00791794603235041
threshold,sub-pixel,4.0,0.2957749521879143,0.08242166140268326,0.07543124009863833
canny,pixel,4.0,0.5742875213998844,0.22353290483290467,0.05278807835843513
canny,sub-pixel,4.0,0.3729909391712535,0.11451570114568155,0.002925003308764218
threshold,pixel,4.0,0.4189758003933871,0.054630653211849345,0.012541462932467162
threshold,sub-pixel,4.0,0.3093848165110761,0.08504475250989618,0.07117837154689655
canny,pixel,4.0,0.5718085952561417,0.16250245656207218,0.019675901670262785
canny,sub-pixel,4.0,0.40079101018498686,0.08625309941439185,0.05830394575768727
threshold,pixel,4.0,0.43788332811024,0.08327696727298406,0.06200273299830794
threshold,sub-pixel,4.0,0.31445111024953254,0.10015887978672233,0.1024384220232335
canny,pixel,4.0,0.5458874547941228,0.21951248912703802,0.09120775721664764
canny,sub-pixel,4.0,0.3635084649057029,0.1398804672349454,0.02855950767300741
threshold,pixel,4.0,0.42429470385751455,0.09471676551493358,0.024972464366516345
threshold,sub-pixel,4.0,0.30277474087239475,0.09538128659618161,0.07572247437865265
canny,pixel,4.0,0.6077231839079364,0.267056761848926,0.053183431348837074
canny,sub-pixel,4.0,0.41754759157473165,0.12455164874196778,0.030355996170440935
threshold,pixel,0.3,0.3719983593973463,0.01921540899953733,0.008141687277262832
threshold,sub-pixel,0.3,0.18939909519332648,0.011139713892207359,0.011087637295100095
canny,pixel,0.3,0.37347504875045434,0.061848471462320975,0.07853713191522571
canny,sub-pixel,0.3,0.18939909519332648,0.011139713892207359,0.011087637295100095
threshold,pixel,0.3,0.35045083673097543,0.0055958278582732834,0.015300075367714161
threshold,sub-pixel,0.3,0.19145906258862574,0.01060079789927082,0.0012144985041593337
canny,pixel,0.3,0.3545306790424473,0.07569703904610026,0.09685222636773272
canny,sub-pixel,0.3,0.19145906258862574,0.01060079789927082,0.0012144985041593337
threshold,pixel,0.3,0.35049266654855504,0.02020136419288987,0.05615884134667826
threshold,sub-pixel,0.3,0.1895533492558917,0.03988001762863358,0.06618501453913694
canny,pixel,0.3,0.36039002028275435,0.0635787472690239,0.10348248363469525
canny,sub-pixel,0.3,0.1895533492558917,0.03988001762863358,0.06618501453913694
