method,seed,k_n,config,precision_sigma_L,precision_sigma_R,precision_sigma_W,pos_jitter,bias_sigma_L,bias_sigma_R,bias_sigma_W,ler_mae,lwr_mae,edge_mae
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.0)",0.0054502710700035095,0.004719821270555258,0.004258171655237675,0.13322211802005768,0.004779219627380371,0.04089510440826416,0.006653189659118652,0.023212671279907227,0.006653100252151489,0.21816343814134598
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.0015027651097625494,0.0011160376016050577,0.0013991518644616008,0.03181977849453688,0.015091657638549805,0.02835679054260254,0.01574397087097168,0.021724171936511993,0.015743881464004517,0.2073374167084694
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.0011953135253861547,0.0011661573080345988,0.0022943709045648575,0.031690613366663456,0.005640864372253418,0.01147770881652832,0.0003553628921508789,0.008559249341487885,0.0018008500337600708,0.1964329108595848
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.0011556221870705485,0.0012878358829766512,0.0015196474269032478,0.03198693133890629,0.007861971855163574,0.0183713436126709,0.0011827945709228516,0.013116665184497833,0.0015761107206344604,0.19569187611341476
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.0012655649334192276,0.001568818697705865,0.0007446337840519845,0.031632114201784134,0.002861618995666504,0.020008206367492676,0.018450379371643066,0.01143493503332138,0.018450364470481873,0.19929607212543488
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.3)",0.0028300697449594736,0.0028356355614960194,0.0023204758763313293,0.05892784893512726,0.010641336441040039,0.031112074851989746,0.029489994049072266,0.020876631140708923,0.029489964246749878,0.19559688866138458
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.3)",0.0020144449081271887,0.0025576602201908827,0.0027571632526814938,0.05871037766337395,0.023024678230285645,0.009177923202514648,0.028494954109191895,0.016101352870464325,0.028494924306869507,0.1933259442448616
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.3)",0.0022046284284442663,0.0013823352055624127,0.003102470887824893,0.05984967388212681,0.008798599243164062,0.004177093505859375,0.005323052406311035,0.006487838923931122,0.0054702311754226685,0.1960568204522133
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.3)",0.002757047535851598,0.003621382638812065,0.003254247596487403,0.05839120037853718,0.01033163070678711,0.02169811725616455,0.0085371732711792,0.01601485162973404,0.008537158370018005,0.19860617816448212
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.3)",0.00392756424844265,0.005244411062449217,0.0077222841791808605,0.08857704699039459,0.003399968147277832,0.017821192741394043,0.02242255210876465,0.011071637272834778,0.022422537207603455,0.20772948116064072
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.3)",0.002409440465271473,0.0026854786556214094,0.003618125105276704,0.08596834540367126,0.0324476957321167,0.0028984546661376953,0.03210175037384033,0.018006078898906708,0.03210173547267914,0.20622548460960388
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.3)",0.0034527317620813847,0.002435330767184496,0.0054038045927882195,0.08687581494450569,0.0033103227615356445,0.0053855180740356445,0.009793639183044434,0.004431210458278656,0.00979374349117279,0.20501914620399475
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.3)",0.0025230594910681248,0.0034220584202557802,0.006522937212139368,0.08763942867517471,0.028269648551940918,0.0044481754302978516,0.0017246007919311523,0.016358882188796997,0.005569443106651306,0.20227336883544922
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.3)",0.005133375991135836,0.00519451592117548,0.009692011401057243,0.1321859136223793,0.007899045944213867,0.012290477752685547,0.004275679588317871,0.010206721723079681,0.008303835988044739,0.216351218521595
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.3)",0.006658033933490515,0.006616453640162945,0.007719309534877539,0.13053558766841888,0.006428241729736328,0.021503686904907227,0.008271336555480957,0.014487355947494507,0.009588673710823059,0.22072452306747437
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.3)",0.0060320752672851086,0.0026345057412981987,0.006295186001807451,0.13291935622692108,0.007903099060058594,0.022192716598510742,0.006673455238342285,0.015047892928123474,0.00824931263923645,0.22223414480686188
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.3)",0.003310625674203038,0.0035427878610789776,0.006235612090677023,0.13118913024663925,0.011795997619628906,0.0005614757537841797,0.014564752578735352,0.0074480995535850525,0.014564841985702515,0.21947374939918518
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.6)",0.0019130358705297112,0.0015553771518170834,0.0012567836092785,0.031178105622529984,0.020190000534057617,0.028304696083068848,0.0052337646484375,0.024247370660305023,0.005233794450759888,0.19675563275814056
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.6)",0.001653120620176196,0.0019223828567191958,0.0015219923807308078,0.031658731400966644,0.0034623146057128906,0.02686762809753418,0.021541833877563477,0.015165001153945923,0.02154184877872467,0.1999717429280281
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.6)",0.00188259978312999,0.0014099366962909698,0.0014555506641045213,0.03207274805754423,0.010249733924865723,0.014776825904846191,0.03808033466339111,0.012513317167758942,0.038080379366874695,0.1834181249141693
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.6)",0.0006619201740249991,0.0012118571903556585,0.0020219641737639904,0.032476646825671196,0.005219817161560059,0.015747904777526855,0.009777069091796875,0.010483905673027039,0.009777024388313293,0.19927391409873962
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.6)",0.0017960367258638144,0.003039327682927251,0.003420292865484953,0.06037587672472,0.016436100006103516,0.033014774322509766,0.004737496376037598,0.02472543716430664,0.004883870482444763,0.2015020251274109
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.6)",0.0026213680393993855,0.0017764143412932754,0.003985157702118158,0.05895086191594601,0.01251518726348877,0.020112991333007812,0.009325623512268066,0.016314074397087097,0.009325593709945679,0.19767266511917114
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.6)",0.0034635488409549,0.001708979019895196,0.004430514294654131,0.059647250920534134,0.00907742977142334,0.021999478340148926,0.0004953145980834961,0.015538446605205536,0.0037122368812561035,0.192386195063591
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.6)",0.0033900844864547253,0.0035615996457636356,0.00406673876568675,0.05900094658136368,0.009163737297058105,0.017036080360412598,0.004141688346862793,0.013099946081638336,0.004391863942146301,0.19844923168420792
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.6)",0.005243354942649603,0.004766154568642378,0.005446351133286953,0.08779479935765266,0.011659741401672363,0.004679083824157715,0.016934633255004883,0.0084916353225708,0.01693466305732727,0.20265839248895645
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.6)",0.003618338843807578,0.003931879997253418,0.006810752674937248,0.08525898680090904,0.021782636642456055,0.005240678787231445,0.006762146949768066,0.013613976538181305,0.008556082844734192,0.2096191793680191
