variant,seed,train_seconds,n_params
seg-only,0,77.66506433486938,65786
seg-only,1,76.32335472106934,65786
seg-only,2,77.4756863117218,65786
full,0,147.8913733959198,65786
full,1,147.81663060188293,65786
full,2,145.53002047538757,65786
