seed,config,edge_mae,ler_mae,lwr_mae
0,"(1.5, 8.0, 0.7, 0.3)",0.18959595516687483,0.012936165747862716,0.017706168225846808
0,"(1.5, 8.0, 0.7, 0.3)",0.1965743596278018,0.008225521006932524,0.005193883094565921
0,"(1.5, 8.0, 0.7, 0.3)",0.20166875346940116,0.01700688822136809,0.003733174492694502
0,"(1.5, 8.0, 0.7, 0.3)",0.1814110034619191,0.01767035008080875,0.01722195191215814
0,"(1.5, 8.0, 0.7, 0.3)",0.19555294705264287,0.0240962721563186,0.014032352161444939
0,"(1.5, 8.0, 0.7, 0.3)",0.20217614891579055,0.0359389204790076,0.031407870556543926
0,"(1.5, 8.0, 0.7, 0.3)",0.1901598156150417,0.013029989055437952,0.010197947245203842
0,"(1.5, 8.0, 0.7, 0.3)",0.194411744031729,0.0175858880189117,0.010154152800768701
0,"(1.5, 8.0, 0.7, 0.3)",0.1898833880926757,0.021380585912205485,0.018099538920202773
0,"(1.5, 8.0, 0.7, 0.3)",0.19127252695443028,0.008227424655488313,0.0045150124118573665
0,"(1.5, 8.0, 0.7, 0.3)",0.19088484740749245,0.023501499412960758,0.013568955613847855
0,"(1.5, 8.0, 0.7, 0.3)",0.18504246711496478,0.022733805901786974,0.008165395686859922
0,"(1.5, 8.0, 0.7, 0.3)",0.18661814802239984,0.037949821870943534,0.030965936994053367
0,"(1.5, 8.0, 0.7, 0.3)",0.1941546680196684,0.028857400213530227,0.03635463614318657
0,"(1.5, 8.0, 0.7, 0.6)",0.20860990200737053,0.007123513189397412,0.03954935733478582
0,"(1.5, 8.0, 0.7, 0.6)",0.1968762365404953,0.017577748539644333,3.5195487494865674e-05
0,"(1.5, 8.0, 0.7, 0.6)",0.1959117197799563,0.02060446139171479,0.0420243389634789
0,"(1.5, 8.0, 0.7, 0.6)",0.2022834860970369,0.02016872709241979,0.010076483921402035
0,"(1.5, 8.0, 0.7, 0.6)",0.2159625425418475,0.025382389206675238,0.03753656215451073
0,"(1.5, 8.0, 0.7, 0.6)",0.1949874662818789,0.022896888633523127,0.02369059979646626
0,"(1.5, 8.0, 0.7, 0.6)",0.2017625184294621,0.04082264506808109,0.014877674776615946
0,"(1.5, 8.0, 0.7, 0.6)",0.18819791680308046,0.02581644829842611,0.010988236246330274
0,"(1.5, 8.0, 0.7, 0.6)",0.19527605484455896,0.016068992166624163,0.02102150734034236
0,"(1.5, 8.0, 0.7, 0.6)",0.20154756848771377,0.00754202444540697,0.01115522360202803
0,"(1.5, 8.0, 0.7, 0.6)",0.21200025347482357,0.019814206856782923,0.017188548314513774
0,"(1.5, 8.0, 0.7, 0.6)",0.20872776029418297,0.030764223766496013,0.005989007672072333
0,"(1.5, 8.0, 0.7, 0.6)",0.18956367117445563,0.02163000850243879,0.01900427069421884
0,"(1.5, 8.0, 0.7, 0.6)",0.21644052649138742,0.0031242494310198543,0.0071023230266327175
0,"(1.5, 8.0, 0.7, 0.6)",0.196130630250808,0.015463737149959633,0.029153289825210704
0,"(1.5, 8.0, 0.7, -0.3)",0.18465591508015422,0.029938086038726386,0.050859751851507706
0,"(1.5, 8.0, 0.7, -0.3)",0.2043361268139215,0.008124084507590168,0.0034279644910579776
0,"(1.5, 8.0, 0.7, -0.3)",0.19263469648784476,0.026139722746086003,0.026481354206788765
0,"(1.5, 8.0, 0.7, -0.3)",0.21627017318807212,0.022454861619877198,0.03530211598192379
0,"(1.5, 8.0, 0.7, -0.3)",0.2233041556219872,0.010048340245017773,0.023894405928831297
0,"(1.5, 8.0, 0.7, -0.3)",0.20298088449861196,0.025347091026561297,0.04728950112222918
0,"(1.5, 8.0, 0.7, -0.3)",0.21157543053216576,0.018608765438474117,0.029315941085113817
0,"(1.5, 8.0, 0.7, -0.3)",0.1928965181884077,0.0125939221915351,0.0288741654587521
0,"(1.5, 8.0, 0.7, -0.3)",0.19920980338598288,0.01679022453495682,0.0453016284421337
0,"(1.5, 8.0, 0.7, -0.3)",0.189665828964296,0.031227809228638215,0.06815036290693488
0,"(1.5, 8.0, 0.7, -0.3)",0.18871566545418897,0.015839384049088245,0.025120844022167965
0,"(1.5, 8.0, 0.7, -0.3)",0.18710079695629556,0.023907205190332848,0.04516299368309351
0,"(1.5, 8.0, 0.7, -0.3)",0.1852620535423163,0.02206162604664308,0.035632524661771914
0,"(1.5, 8.0, 0.7, -0.3)",0.19597167856277745,0.017606036172392092,0.03483576658875176
0,"(1.5, 8.0, 0.7, -0.3)",0.21097192691849853,0.025923435495209812,0.04523196864363177
0,"(1.5, 20.0, 0.3, 0.0)",0.24582569166077148,0.05126694524229347,0.07190468999297694
0,"(1.5, 20.0, 0.3, 0.0)",0.24485780455493442,0.05297750885501851,0.10867906992610199
0,"(1.5, 20.0, 0.3, 0.0)",0.25086201904907834,0.0320899963551704,0.0602474837738205
0,"(1.5, 20.0, 0.3, 0.0)",0.2421745595151992,0.04631571597995676,0.051010050952207564
0,"(1.5, 20.0, 0.3, 0.0)",0.24681236558971756,0.0295392822264422,0.03795734170133214
0,"(1.5, 20.0, 0.3, 0.0)",0.24475739084694767,0.038383887807352246,0.0588915546328419
0,"(1.5, 20.0, 0.3, 0.0)",0.2337530538433122,0.044861461115643375,0.06079978961043864
0,"(1.5, 20.0, 0.3, 0.0)",0.23597434574560133,0.046978127269682424,0.06469365070289212
0,"(1.5, 20.0, 0.3, 0.0)",0.2380404573345028,0.062097764181785586,0.0883267418949174
