method,seed,k_n,config,precision_sigma_L,precision_sigma_R,precision_sigma_W,pos_jitter,bias_sigma_L,bias_sigma_R,bias_sigma_W,ler_mae,lwr_mae,edge_mae
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.3)",0.05527452006936073,0.07314306497573853,0.05700545758008957,0.38004636764526367,0.3676537275314331,0.44994962215423584,0.48378872871398926,0.40880168974399567,0.48378878831863403,0.8250108659267426
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.3)",0.03224167600274086,0.044458530843257904,0.07602464407682419,0.3825746923685074,0.3899083137512207,0.4363788366317749,0.46066057682037354,0.4131435751914978,0.4606606364250183,0.8432517051696777
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.3)",0.03263743594288826,0.06777731329202652,0.07045789808034897,0.3998728394508362,0.3887767791748047,0.3644571304321289,0.38597381114959717,0.3766169548034668,0.38597381114959717,0.8129452764987946
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.3)",0.0695209801197052,0.09694129973649979,0.11884252727031708,0.472900927066803,0.3895266056060791,0.25052130222320557,0.2182471752166748,0.32002393901348114,0.218247190117836,0.8694019913673401
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.3)",0.043707504868507385,0.038895849138498306,0.05299955606460571,0.4825465679168701,0.39346396923065186,0.4046199321746826,0.3950333595275879,0.3990419805049896,0.3950333595275879,0.8964249491691589
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.3)",0.06565053015947342,0.07296261936426163,0.07010730355978012,0.5027003288269043,0.23496413230895996,0.3650484085083008,0.3529311418533325,0.3000062480568886,0.3529311716556549,0.8558660745620728
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.3)",0.0703321322798729,0.07681848853826523,0.07829401642084122,0.44585034251213074,0.33810293674468994,0.39462780952453613,0.5167443752288818,0.36636534333229065,0.5167443752288818,0.861161470413208
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, 0.6)",0.05594586208462715,0.0298907570540905,0.04633067548274994,0.32160599529743195,0.3442106246948242,0.43611228466033936,0.298334002494812,0.39016149938106537,0.298334002494812,0.8196150064468384
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, 0.6)",0.05583645775914192,0.03429233655333519,0.046077072620391846,0.33007463812828064,0.45120012760162354,0.3766348361968994,0.3696098327636719,0.41391754150390625,0.3696098327636719,0.8262000977993011
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, 0.6)",0.034324560314416885,0.03333068639039993,0.04619480296969414,0.3230934739112854,0.43763846158981323,0.5314804315567017,0.3222123384475708,0.48455944657325745,0.3222123682498932,0.8224069178104401
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, 0.6)",0.03874017298221588,0.04980288818478584,0.0880235806107521,0.33695387840270996,0.3780462145805359,0.4207651615142822,0.37719202041625977,0.3994056284427643,0.37719205021858215,0.7991032898426056
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, 0.6)",0.039190709590911865,0.04882482439279556,0.07080093026161194,0.3581955134868622,0.4487718343734741,0.48948049545288086,0.3062288761138916,0.4691261649131775,0.3062288165092468,0.8577069640159607
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, 0.6)",0.031234148889780045,0.027288751676678658,0.07810135185718536,0.36406826972961426,0.4024791717529297,0.467879056930542,0.31991565227508545,0.43517911434173584,0.31991562247276306,0.8524552583694458
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, 0.6)",0.06092880293726921,0.046312738209962845,0.06292318552732468,0.3570050895214081,0.4147040843963623,0.4125547409057617,0.303228497505188,0.4136293977499008,0.3032284379005432,0.8246656954288483
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, 0.6)",0.021839899942278862,0.03886929526925087,0.02263355441391468,0.3543964624404907,0.41813087463378906,0.44449853897094727,0.302715539932251,0.43131470680236816,0.3027154803276062,0.8296809196472168
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.6)",0.044657301157712936,0.05412041395902634,0.07182138413190842,0.39861221611499786,0.3503166437149048,0.34608638286590576,0.21535837650299072,0.34820152819156647,0.21535846590995789,0.8238933086395264
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.6)",0.059721317142248154,0.060256436467170715,0.045064106583595276,0.38388587534427643,0.4063098430633545,0.41525959968566895,0.21267807483673096,0.4107847660779953,0.21267803013324738,0.849754810333252
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.6)",0.06269504129886627,0.045977454632520676,0.04822580888867378,0.41336098313331604,0.34266340732574463,0.36034858226776123,0.24196100234985352,0.3515060842037201,0.2419610470533371,0.8384258449077606
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, 0.6)",0.059364479035139084,0.06689702719449997,0.08754848688840866,0.4213906526565552,0.4351557493209839,0.43421149253845215,0.2759608030319214,0.43468357622623444,0.2759607136249542,0.873441070318222
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.6)",0.0972483679652214,0.09704474359750748,0.11015315353870392,0.4972856938838959,0.2846987247467041,0.3672523498535156,0.16260695457458496,0.32597553730010986,0.16260693967342377,0.87456876039505
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.6)",0.06576618552207947,0.08138956129550934,0.06449577212333679,0.46105195581912994,0.38444995880126953,0.2542381286621094,0.12940597534179688,0.31934404373168945,0.12940599024295807,0.8265013098716736
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.6)",0.04240093380212784,0.035316240042448044,0.07094515115022659,0.48656781017780304,0.38964927196502686,0.4345632791519165,0.24419450759887695,0.4121062755584717,0.24419444799423218,0.8865950703620911
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, 0.6)",0.04736121743917465,0.055219341069459915,0.09458000957965851,0.4945943057537079,0.4197324514389038,0.39370787143707275,0.0889739990234375,0.4067201316356659,0.10233981907367706,0.9113911390304565
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, -0.3)",0.04645964875817299,0.031685035675764084,0.07572915405035019,0.32246264815330505,0.42519640922546387,0.503873348236084,0.7338012456893921,0.4645349383354187,0.7338012456893921,0.8208175897598267
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, -0.3)",0.023002780973911285,0.05363429710268974,0.07134012132883072,0.32300761342048645,0.36983323097229004,0.4359651803970337,0.6379249095916748,0.40289919078350067,0.6379249095916748,0.8492612242698669
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, -0.3)",0.02551807090640068,0.03565492480993271,0.032850030809640884,0.32821913063526154,0.47921276092529297,0.4042423963546753,0.7728772163391113,0.4417276084423065,0.7728772163391113,0.834135115146637
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.3, -0.3)",0.042246367782354355,0.0452248640358448,0.06102333217859268,0.3274766057729721,0.4581230878829956,0.5881752967834473,0.8688876628875732,0.5231491923332214,0.8688876628875732,0.85440593957901
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, -0.3)",0.05208027362823486,0.039021242409944534,0.04604349657893181,0.35764551162719727,0.3755671977996826,0.41264891624450684,0.7182362079620361,0.39410802721977234,0.7182361483573914,0.8404992520809174
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, -0.3)",0.025847014039754868,0.05948811396956444,0.055722519755363464,0.3634611517190933,0.4528226852416992,0.45065486431121826,0.7383254766464233,0.45173874497413635,0.7383254766464233,0.8255087435245514
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, -0.3)",0.06604069471359253,0.062497854232788086,0.07507716864347458,0.3504783511161804,0.41226816177368164,0.43126189708709717,0.7457923889160156,0.4217649847269058,0.7457922697067261,0.8571585416793823
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.3, -0.3)",0.05731836333870888,0.05327968671917915,0.05338986590504646,0.35860341787338257,0.3840831518173218,0.385809063911438,0.6870298385620117,0.3849461078643799,0.6870298385620117,0.8084557056427002
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, -0.3)",0.08288473635911942,0.05462699383497238,0.08549445122480392,0.386963814496994,0.3437027931213379,0.45095157623291016,0.668503999710083,0.3973272144794464,0.668503999710083,0.842340499162674
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, -0.3)",0.07175299525260925,0.06195469945669174,0.07301132380962372,0.41693010926246643,0.3944392204284668,0.3401271104812622,0.6206765174865723,0.3672831654548645,0.620676577091217,0.8548336327075958
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, -0.3)",0.06906229257583618,0.07429464906454086,0.08260731399059296,0.3985016345977783,0.42167484760284424,0.4142155647277832,0.7412961721420288,0.4179452061653137,0.7412961721420288,0.8498553335666656
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.3, -0.3)",0.03924551233649254,0.02453814633190632,0.08373846858739853,0.3880469352006912,0.4112898111343384,0.41990572214126587,0.726489782333374,0.41559773683547974,0.726489782333374,0.8439521789550781
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, -0.3)",0.08168651908636093,0.05291524529457092,0.06050903722643852,0.4964118152856827,0.27328014373779297,0.40646451711654663,0.5963339805603027,0.3398723006248474,0.596333920955658,0.8637118637561798
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, -0.3)",0.04646272957324982,0.05691128596663475,0.0592794343829155,0.47382447123527527,0.32966840267181396,0.39343929290771484,0.5954298973083496,0.3615538626909256,0.5954298973083496,0.8717126548290253
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, -0.3)",0.05759001150727272,0.04331578314304352,0.09495631605386734,0.45610499382019043,0.33822500705718994,0.37796616554260254,0.6209805011749268,0.35809552669525146,0.6209805011749268,0.8272935748100281
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.3, -0.3)",0.041722748428583145,0.06007269769906998,0.1189526617527008,0.4781201183795929,0.3305896520614624,0.34326207637786865,0.5603833198547363,0.33692583441734314,0.5603833794593811,0.8460778892040253
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.0)",0.040106043219566345,0.029744941741228104,0.052375368773937225,0.3366008996963501,0.24537837505340576,0.30773770809173584,0.484544038772583,0.2765580490231514,0.48454412817955017,0.6271604001522064
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.0)",0.04554204270243645,0.046711038798093796,0.06988348066806793,0.3350238651037216,0.235254168510437,0.24308443069458008,0.3608379364013672,0.23916930705308914,0.36083799600601196,0.6248510479927063
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.0)",0.05670686066150665,0.05893213674426079,0.05778026580810547,0.33279718458652496,0.17215001583099365,0.2561432123184204,0.23126006126403809,0.21414659172296524,0.23126009106636047,0.6170236468315125
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.0)",0.027173025533556938,0.023024704307317734,0.04568622261285782,0.3412235975265503,0.22990477085113525,0.2432398796081543,0.34162771701812744,0.23657230287790298,0.34162765741348267,0.6198401153087616
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.0)",0.04529445618391037,0.05384650453925133,0.08211471885442734,0.3604302555322647,0.20956003665924072,0.21771395206451416,0.30984508991241455,0.21363699436187744,0.3098450303077698,0.6251682341098785
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.0)",0.041130345314741135,0.0607246570289135,0.06457272917032242,0.3458133339881897,0.21536970138549805,0.2437206506729126,0.3056635856628418,0.2295452132821083,0.305663526058197,0.630496621131897
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.0)",0.05238816514611244,0.04512947425246239,0.06647427380084991,0.34785670042037964,0.1920391321182251,0.20155680179595947,0.2761877775192261,0.1967979371547699,0.2761877775192261,0.6396660208702087
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.0)",0.048183340579271317,0.047183386981487274,0.07906058430671692,0.350461021065712,0.21442711353302002,0.26506948471069336,0.3295588493347168,0.23974832147359848,0.3295589089393616,0.6172392070293427
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.0)",0.06707367300987244,0.055852193385362625,0.09833504259586334,0.4047599583864212,0.23193621635437012,0.26355063915252686,0.376004695892334,0.2477434128522873,0.3760046660900116,0.6634337306022644
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.0)",0.06169523298740387,0.04738885909318924,0.05268882215023041,0.3929533064365387,0.14875972270965576,0.24924838542938232,0.27994298934936523,0.19900404661893845,0.27994298934936523,0.6310532689094543
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.0)",0.05948452651500702,0.06474725902080536,0.0581197664141655,0.38937388360500336,0.2242347002029419,0.25944578647613525,0.32291102409362793,0.24184027314186096,0.32291102409362793,0.6545622050762177
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.0)",0.07290823757648468,0.058957140892744064,0.10532093048095703,0.38908661901950836,0.1845695972442627,0.2429882287979126,0.26341748237609863,0.21377894282341003,0.26341748237609863,0.6341419816017151
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.0)",0.0719493106007576,0.07450076937675476,0.07162804901599884,0.5037746131420135,0.13078904151916504,0.11383497714996338,0.17034006118774414,0.12527093291282654,0.1703399121761322,0.6708491742610931
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.0)",0.05543133616447449,0.10708682239055634,0.11901815235614777,0.481541708111763,0.14915096759796143,0.10874998569488525,0.11392176151275635,0.13954919576644897,0.12602059543132782,0.6754524409770966
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.0)",0.03330407664179802,0.055492136627435684,0.049971114844083786,0.4790845811367035,0.14841210842132568,0.18808495998382568,0.23211359977722168,0.16824860870838165,0.2321135252714157,0.6678968667984009
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.0)",0.04246353730559349,0.03083490952849388,0.0645434781908989,0.48140355944633484,0.1487215757369995,0.16216790676116943,0.14714956283569336,0.15544472634792328,0.14714965224266052,0.6532081365585327
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.3)",0.04187961295247078,0.052354589104652405,0.0421120822429657,0.3296124339103699,0.18742048740386963,0.22261011600494385,0.2747676372528076,0.20501533150672913,0.2747676968574524,0.608301043510437
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.3)",0.044467609375715256,0.03606157749891281,0.07205311208963394,0.323165163397789,0.23353326320648193,0.2587212324142456,0.2789071798324585,0.24612724035978317,0.2789071202278137,0.6103425920009613
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.3)",0.04025821387767792,0.06500455737113953,0.04399280995130539,0.3367849886417389,0.2797424793243408,0.2503005266189575,0.2736564874649048,0.2650214731693268,0.2736564874649048,0.6261978149414062
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.3)",0.047651924192905426,0.0518609993159771,0.05290510132908821,0.329069584608078,0.21478259563446045,0.3054471015930176,0.2987891435623169,0.2601148411631584,0.2987890839576721,0.6558920443058014
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.3)",0.02256873995065689,0.04453437030315399,0.0572136752307415,0.34163834154605865,0.19756078720092773,0.3127797842025757,0.3237816095352173,0.2551703304052353,0.3237816393375397,0.6313173174858093
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.3)",0.041611120104789734,0.04035941883921623,0.08436673134565353,0.3568612188100815,0.14131343364715576,0.23846220970153809,0.21584868431091309,0.18988779187202454,0.21584874391555786,0.5835060477256775
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.3)",0.04610851779580116,0.045515984296798706,0.0421680323779583,0.34544652700424194,0.18624579906463623,0.16688382625579834,0.25792181491851807,0.17656483501195908,0.25792187452316284,0.6024337708950043
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.3)",0.024282041937112808,0.04233938083052635,0.0484786294400692,0.3451973497867584,0.20586621761322021,0.2880748510360718,0.2823542356491089,0.24697048962116241,0.2823542058467865,0.6323366761207581
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.3)",0.07924631237983704,0.04769475385546684,0.06589347124099731,0.39980249106884,0.20227038860321045,0.19786977767944336,0.26396727561950684,0.20007003843784332,0.2639673352241516,0.6497771739959717
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.3)",0.03713017702102661,0.0392124243080616,0.0964222103357315,0.40276993811130524,0.156349778175354,0.14452385902404785,0.16941726207733154,0.1504368931055069,0.16941730678081512,0.6335919201374054
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.3)",0.047950636595487595,0.06766541302204132,0.05947831645607948,0.39540421962738037,0.1675124168395996,0.26924848556518555,0.24654030799865723,0.2183803915977478,0.24654029309749603,0.6322008073329926
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.3)",0.08091150224208832,0.04418057203292847,0.0846458151936531,0.397216260433197,0.21438193321228027,0.1642991304397583,0.2567998170852661,0.18934056162834167,0.2567998766899109,0.6289528608322144
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.3)",0.06217651814222336,0.07944407314062119,0.045193422585725784,0.44965660572052,0.12371253967285156,0.2667468786239624,0.2224738597869873,0.19522971659898758,0.2224738895893097,0.6478423178195953
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.3)",0.0715465098619461,0.05522073432803154,0.05564858764410019,0.48414453864097595,0.1576399803161621,0.14648103713989258,0.13536405563354492,0.15206041932106018,0.13536399602890015,0.6786933243274689
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.3)",0.07485362142324448,0.07111061364412308,0.08821719139814377,0.47317053377628326,0.10566484928131104,0.17751777172088623,0.05869019031524658,0.14526930451393127,0.06903252005577087,0.6499151587486267
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.3)",0.07061761617660522,0.07132308185100555,0.09996771812438965,0.48230302333831787,0.17330515384674072,0.162896990776062,0.06940340995788574,0.16810109466314316,0.09472896158695221,0.6757292151451111
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.6)",0.03250323235988617,0.04345150291919708,0.08162268251180649,0.3227405846118927,0.23448514938354492,0.19996857643127441,0.1456524133682251,0.21722692251205444,0.14565251767635345,0.61331707239151
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.6)",0.05875813588500023,0.052539315074682236,0.05324982851743698,0.33699196577072144,0.26148128509521484,0.2635432481765747,0.1447521448135376,0.26251220703125,0.14475204050540924,0.5924195051193237
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.6)",0.0391206294298172,0.043984852731227875,0.05519520863890648,0.33804813027381897,0.20826637744903564,0.18355607986450195,0.17452847957611084,0.19591127336025238,0.17452846467494965,0.5871062874794006
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, 0.6)",0.032308924943208694,0.06063201278448105,0.06667278707027435,0.3370313346385956,0.20604288578033447,0.21230995655059814,0.16067922115325928,0.2091764286160469,0.16067922115325928,0.6119017899036407
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.6)",0.03196599334478378,0.04005703702569008,0.06906933337450027,0.36451175808906555,0.22293102741241455,0.24084150791168213,0.17153096199035645,0.23188630491495132,0.17153091728687286,0.6315625309944153
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.6)",0.049044739454984665,0.05856501683592796,0.03624323755502701,0.36871878802776337,0.1872345209121704,0.2775709629058838,0.11608254909515381,0.2324027195572853,0.11608262360095978,0.6364757716655731
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.6)",0.049899280071258545,0.04864095523953438,0.05529572442173958,0.3596411347389221,0.20344281196594238,0.25887036323547363,0.19418883323669434,0.23115653544664383,0.19418878853321075,0.6530014872550964
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, 0.6)",0.07456886768341064,0.031332746148109436,0.06955000758171082,0.35549473762512207,0.18575942516326904,0.3129531145095825,0.14242804050445557,0.24935630708932877,0.14242805540561676,0.6516561806201935
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.6)",0.06818070262670517,0.03173500671982765,0.11299418658018112,0.41180288791656494,0.10980093479156494,0.1736743450164795,0.0391232967376709,0.14738468825817108,0.08278405666351318,0.6331854462623596
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.6)",0.04868166148662567,0.03196129575371742,0.05701792985200882,0.3849004656076431,0.1771855354309082,0.1913226842880249,0.09282922744750977,0.18425415456295013,0.09282916784286499,0.6346942782402039
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.6)",0.03281524404883385,0.05972786247730255,0.06193595752120018,0.38218390941619873,0.12780165672302246,0.2935068607330322,0.19640398025512695,0.21065428107976913,0.19640402495861053,0.6171283721923828
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, 0.6)",0.04117869213223457,0.0660986676812172,0.06194083020091057,0.4026053249835968,0.19541406631469727,0.17650246620178223,0.10504639148712158,0.18595831096172333,0.10575002431869507,0.6533108949661255
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.6)",0.052286554127931595,0.027360936626791954,0.08123309165239334,0.4671601206064224,0.11004602909088135,0.17270636558532715,0.05509829521179199,0.1413760930299759,0.08379314839839935,0.6689461469650269
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.6)",0.0819610133767128,0.051221273839473724,0.06254460662603378,0.4826991856098175,0.13726115226745605,0.18827879428863525,0.05318880081176758,0.16276996582746506,0.06967957317829132,0.6719551682472229
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.6)",0.07498405873775482,0.03477901220321655,0.054920997470617294,0.477245032787323,0.16207003593444824,0.1221170425415039,0.005915522575378418,0.14209356158971786,0.045378267765045166,0.6570464372634888
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, 0.6)",0.05057733505964279,0.04697554558515549,0.038968656212091446,0.46333591639995575,0.1317223310470581,0.2049553394317627,0.024657130241394043,0.16833876818418503,0.035531505942344666,0.6820936799049377
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, -0.3)",0.048146072775125504,0.04351304844021797,0.06537416577339172,0.3360084742307663,0.19843757152557373,0.22343087196350098,0.3185555934906006,0.21093424409627914,0.31855565309524536,0.5977602303028107
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, -0.3)",0.01433150190860033,0.04266703873872757,0.047884806990623474,0.32818087935447693,0.19683575630187988,0.25068390369415283,0.3776845932006836,0.22375981509685516,0.3776845633983612,0.6017258763313293
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, -0.3)",0.023215321823954582,0.033880122005939484,0.0577598474919796,0.3327198624610901,0.23960280418395996,0.19299757480621338,0.3575270175933838,0.2163001373410225,0.3575271666049957,0.5950940251350403
seg-only,2,2.7215246093245504,"(1.5, 8.0, 0.7, -0.3)",0.0573873445391655,0.04056854173541069,0.05500644072890282,0.3382970541715622,0.21557843685150146,0.24030625820159912,0.4089658260345459,0.22794239968061447,0.40896597504615784,0.6254734098911285
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, -0.3)",0.06012611836194992,0.04223325848579407,0.06286332756280899,0.3502934128046036,0.18116402626037598,0.270755410194397,0.36332690715789795,0.22595975548028946,0.36332687735557556,0.6109017431735992
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, -0.3)",0.030859844759106636,0.029472781345248222,0.04507310315966606,0.34142327308654785,0.22894155979156494,0.2571220397949219,0.3908076286315918,0.24303188920021057,0.39080771803855896,0.6140409111976624
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, -0.3)",0.04902714863419533,0.04304109513759613,0.06917563825845718,0.35511137545108795,0.2273162603378296,0.1981276273727417,0.33341455459594727,0.21272196620702744,0.3334144651889801,0.6290794909000397
seg-only,2,5.443049218649101,"(1.5, 8.0, 0.7, -0.3)",0.04246411472558975,0.061876993626356125,0.0376211516559124,0.34360095858573914,0.21732079982757568,0.26364946365356445,0.429518461227417,0.24048516154289246,0.429518461227417,0.6211878061294556
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, -0.3)",0.046761948615312576,0.027820760384202003,0.09136499464511871,0.3863988071680069,0.237831711769104,0.2564969062805176,0.45721912384033203,0.24716436117887497,0.4572191834449768,0.6499515175819397
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, -0.3)",0.04362292215228081,0.05899113789200783,0.0994831919670105,0.410029873251915,0.16697490215301514,0.18877863883972168,0.27577948570251465,0.1778767853975296,0.2757793664932251,0.6374792754650116
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, -0.3)",0.02246023155748844,0.0699545368552208,0.08417002111673355,0.40433286130428314,0.22043704986572266,0.17443525791168213,0.3586466312408447,0.197436161339283,0.3586466908454895,0.6425260007381439
seg-only,2,10.886098437298202,"(1.5, 8.0, 0.7, -0.3)",0.08156634867191315,0.04853181168437004,0.07213322073221207,0.40164463222026825,0.24502229690551758,0.1839139461517334,0.34012842178344727,0.21446812897920609,0.3401285707950592,0.6488199830055237
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, -0.3)",0.05867139622569084,0.05504507198929787,0.07969068735837936,0.4763474613428116,0.13484227657318115,0.11387884616851807,0.26269102096557617,0.12436055392026901,0.26269108057022095,0.6424961984157562
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, -0.3)",0.07458491623401642,0.04053208976984024,0.07971715182065964,0.4782360792160034,0.22040259838104248,0.1727238893508911,0.34977006912231445,0.1965632364153862,0.34977012872695923,0.6807531416416168
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, -0.3)",0.07618222385644913,0.06088893488049507,0.0888323038816452,0.4803386628627777,0.04516482353210449,0.14320886135101318,0.1760997772216797,0.10212936997413635,0.1760997176170349,0.6632256805896759
seg-only,2,21.772196874596403,"(1.5, 8.0, 0.7, -0.3)",0.05227547883987427,0.04839625954627991,0.06450360268354416,0.495950311422348,0.08962571620941162,0.22937917709350586,0.35328400135040283,0.15950241684913635,0.35328409075737,0.684070497751236
seg-only,2,2.7215246093245504,"(1.5, 20.0, 0.3, 0.0)",0.05980788171291351,0.03769060596823692,0.06177894398570061,0.34256431460380554,0.22865581512451172,0.24949097633361816,0.32217681407928467,0.23907334357500076,0.3221767842769623,0.6508243381977081
seg-only,2,2.7215246093245504,"(1.5, 20.0, 0.3, 0.0)",0.041125208139419556,0.044539324939250946,0.04899973422288895,0.3228599280118942,0.29219627380371094,0.23512518405914307,0.4688781499862671,0.2636607140302658,0.4688781499862671,0.6572717726230621
seg-only,2,2.7215246093245504,"(1.5, 20.0, 0.3, 0.0)",0.052376534789800644,0.0662529245018959,0.08092307299375534,0.3444673418998718,0.27207183837890625,0.23156964778900146,0.3628593683242798,0.25182078033685684,0.362859308719635,0.681868851184845
seg-only,2,2.7215246093245504,"(1.5, 20.0, 0.3, 0.0)",0.044961173087358475,0.03107921965420246,0.060015879571437836,0.31896883249282837,0.23206627368927002,0.3052300214767456,0.39108359813690186,0.268648162484169,0.39108356833457947,0.674856573343277
seg-only,2,5.443049218649101,"(1.5, 20.0, 0.3, 0.0)",0.024222876876592636,0.06523934751749039,0.06313563883304596,0.3522382974624634,0.2462306022644043,0.22283411026000977,0.2787564992904663,0.23453228920698166,0.2787564992904663,0.6672839224338531
seg-only,2,5.443049218649101,"(1.5, 20.0, 0.3, 0.0)",0.065024234354496,0.045286595821380615,0.06361185014247894,0.34994110465049744,0.3372654914855957,0.2671288251876831,0.46615350246429443,0.302197128534317,0.46615350246429443,0.7051765024662018
