d_sigma_L,d_sigma_R,d_sigma_W,d_pos,d_width,sigma_W_A,sigma_W_B,method,pair,y_A,width_px,ncc
0.7051012516021729,0.7201677560806274,0.3710155487060547,2.93074631690979,0.6559066772460938,4.7328782081604,4.361862659454346,learned,sem0021.png->sem0050.png,1549,24.5,0.6509872674942017
0.08149003982543945,0.3860816955566406,0.018715381622314453,3.237678840758388,0.15345698313690548,7.004728317260742,7.023443698883057,classical,sem0021.png->sem0050.png,1638,25.0,0.6509872674942017
0.10554885864257812,0.522087574005127,0.7310113906860352,6.007463455200195,1.40093994140625,10.600995063781738,9.869983673095703,learned,sem0021.png->sem0050.png,1638,25.0,0.6509872674942017
0.3565025329589844,0.0035021305084228516,0.32802343368530273,2.1827465824609935,0.8302376514546985,5.650444507598877,5.322421073913574,classical,sem0021.png->sem0050.png,1820,24.5,0.6509872674942017
0.3352928161621094,0.15303993225097656,0.2236042022705078,4.540641784667969,0.55426025390625,8.263779640197754,8.487383842468262,learned,sem0021.png->sem0050.png,1820,24.5,0.6509872674942017
0.2395915985107422,0.4036400318145752,0.815699577331543,2.2335337837526037,0.6332196046834753,7.25484561920166,8.070545196533203,classical,sem0021.png->sem0050.png,1866,21.5,0.6509872674942017
0.3559861183166504,0.5090122222900391,0.21505260467529297,4.685547828674316,0.11216354370117188,9.421807289123535,9.206754684448242,learned,sem0021.png->sem0050.png,1866,21.5,0.6509872674942017
0.7559607028961182,0.05109727382659912,1.8509817123413086,3.2788306961802935,2.2614125981912707,4.496053218841553,2.645071506500244,classical,sem0021.png->sem0050.png,1912,22.5,0.6509872674942017
0.16011285781860352,0.07924985885620117,0.012169361114501953,4.534926414489746,0.21538925170898438,6.7794189453125,6.767249584197998,learned,sem0021.png->sem0050.png,1912,22.5,0.6509872674942017
0.23549747467041016,0.014061689376831055,0.03932499885559082,1.914781287601603,0.3749704501907729,1.875454068183899,1.9147790670394897,classical,sem0021.png->sem0050.png,1958,21.0,0.6509872674942017
0.11331748962402344,0.39318370819091797,0.7267875671386719,3.666454315185547,0.0482940673828125,3.177764415740967,3.9045519828796387,learned,sem0021.png->sem0050.png,1958,21.0,0.6509872674942017
0.09268319606781006,0.11912155151367188,0.14513659477233887,1.7670371947380552,0.32149918527250065,2.340620756149292,2.195484161376953,classical,sem0021.png->sem0050.png,2004,21.5,0.6509872674942017
0.3015613555908203,0.17034673690795898,0.33892202377319336,3.1348772048950195,0.05603790283203125,3.888503074645996,3.5495810508728027,learned,sem0021.png->sem0050.png,2004,21.5,0.6509872674942017
0.33921170234680176,0.4768233299255371,0.08507204055786133,2.315168750383423,2.4369146303430043,7.461958885192871,7.37688684463501,classical,sem0021.png->sem0050.png,2048,19.0,0.6509872674942017
0.03148603439331055,0.019548416137695312,0.8774824142456055,7.00372314453125,1.0010185241699219,10.238825798034668,9.361343383789062,learned,sem0021.png->sem0050.png,2048,19.0,0.6509872674942017
0.3096315860748291,0.11358213424682617,0.14469051361083984,1.9855780774055498,0.5875801362336119,3.6751506328582764,3.819841146469116,classical,sem0021.png->sem0050.png,2093,23.5,0.6509872674942017
0.3617122173309326,0.40401577949523926,0.13569116592407227,2.939077854156494,0.1561737060546875,5.695164203643799,5.830855369567871,learned,sem0021.png->sem0050.png,2093,23.5,0.6509872674942017
0.06407976150512695,0.7722415924072266,0.9076023101806641,2.325405143318596,2.67286159594029,6.6872782707214355,5.7796759605407715,classical,sem0021.png->sem0050.png,2140,24.0,0.6509872674942017
