variant,seed,train_seconds,n_params
seg-only,0,78.8612973690033,65786
seg-only,1,76.0455391407013,65786
seg-only,2,75.50801587104797,65786
full,0,139.61918020248413,65786
full,1,144.1292974948883,65786
full,2,139.22796392440796,65786
