method,seed,k_n,config,precision_sigma_L,precision_sigma_R,precision_sigma_W,pos_jitter,bias_sigma_L,bias_sigma_R,bias_sigma_W,ler_mae,lwr_mae,edge_mae
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0011368331033736467,0.0015021373983472586,0.0017662496538832784,0.030683299526572227,0.0013054609298706055,6.866455078125e-05,0.02358102798461914,0.0012809112668037415,0.023580968379974365,0.1949372962117195
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0006932704709470272,0.0013705156743526459,0.0019477250752970576,0.031057841144502163,0.030398845672607422,0.009088873863220215,0.02958083152770996,0.019743874669075012,0.029580891132354736,0.19552655518054962
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0015683519886806607,0.0013383119367063046,0.001612833351828158,0.0310896635055542,0.008778214454650879,0.014781594276428223,0.002823352813720703,0.011779911816120148,0.00282326340675354,0.19313862174749374
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0014596623368561268,0.001173480530269444,0.0019346162443980575,0.03090338222682476,0.01058948040008545,0.009276390075683594,0.010807633399963379,0.009932935237884521,0.010807603597640991,0.19902974367141724
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.0)",0.003024668199941516,0.002065841807052493,0.004321405664086342,0.060311123728752136,0.0016584396362304688,0.0033975839614868164,0.014874458312988281,0.0031549260020256042,0.014874368906021118,0.1979379802942276
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.0)",0.0026291594840586185,0.0006180158234201372,0.003568698186427355,0.05770894140005112,0.0057364702224731445,0.0364459753036499,0.038422346115112305,0.02109130471944809,0.038422346115112305,0.19739071279764175
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.0)",0.001990453340113163,0.003421501023694873,0.002835627645254135,0.05879124253988266,0.04092705249786377,0.013584136962890625,0.01611804962158203,0.027255602180957794,0.01611793041229248,0.2100224643945694
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.0)",0.002430506283417344,0.0028015286661684513,0.004638007842004299,0.05674939043819904,0.0015052556991577148,0.0002931356430053711,0.00597536563873291,0.002208329737186432,0.006304576992988586,0.196975477039814
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.0)",0.003513827919960022,0.004034530371427536,0.007732839323580265,0.08547723293304443,0.003495931625366211,0.015294551849365234,0.013972043991088867,0.009518526494503021,0.013971984386444092,0.208387590944767
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.0)",0.003178585087880492,0.004110562149435282,0.0029449111316353083,0.08656249567866325,0.006767392158508301,0.0017113685607910156,0.0005626678466796875,0.004823468625545502,0.0022909939289093018,0.1992955356836319
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.0)",0.006154521368443966,0.0032409534323960543,0.00657749455422163,0.0851605050265789,0.03737080097198486,0.01854121685028076,0.05227673053741455,0.027955956757068634,0.0522768497467041,0.20676998049020767
seg-only,0,2.0,"(1.5, 8.0, 0.7, 0.0)",0.003155849175527692,0.0029004132375121117,0.003955905791372061,0.08590823411941528,0.017830252647399902,0.002435445785522461,0.012423276901245117,0.010236017405986786,0.012423396110534668,0.20191753655672073
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.0)",0.006263670977205038,0.004442745354026556,0.005734327714890242,0.13224966824054718,0.007687807083129883,0.010149002075195312,0.0157468318939209,0.009242452681064606,0.015746891498565674,0.2202109694480896
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.0)",0.006098469719290733,0.004718643147498369,0.0041299848817288876,0.13260070234537125,0.0026787519454956055,0.007467508316040039,0.001112222671508789,0.005864202976226807,0.0031599998474121094,0.21894652396440506
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.0)",0.002946884138509631,0.003995923791080713,0.004116962198168039,0.13058080524206161,0.009287238121032715,0.013249874114990234,0.003813505172729492,0.011268548667430878,0.004727602005004883,0.22057320177555084
seg-only,0,4.0,"(1.5, 8.0, 0.7, 0.0)",0.005400388035923243,0.004431910812854767,0.004121620208024979,0.1343991756439209,0.0061157941818237305,0.04074430465698242,0.005505084991455078,0.023633092641830444,0.005505025386810303,0.2177678793668747
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.0015829516341909766,0.001070933067239821,0.001350297243334353,0.030964534729719162,0.01275491714477539,0.029059171676635742,0.012751221656799316,0.02090698480606079,0.012751221656799316,0.20459267497062683
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.001304403762333095,0.001185970613732934,0.002204669639468193,0.03077916894108057,0.006402850151062012,0.012665271759033203,0.00047194957733154297,0.009534090757369995,0.0017334669828414917,0.19549664855003357
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.001384840114042163,0.0013922337675467134,0.0017105514416471124,0.031274850480258465,0.006094574928283691,0.01860368251800537,0.003714323043823242,0.012349121272563934,0.003714427351951599,0.19529160112142563
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.3)",0.001259055221453309,0.0015324880369007587,0.0007684138254262507,0.030753416940569878,0.0034421682357788086,0.018789291381835938,0.01734745502471924,0.011115729808807373,0.017347529530525208,0.20154164731502533
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.3)",0.0030667416285723448,0.0029121271800249815,0.0023869338911026716,0.0581061989068985,0.010838627815246582,0.03030693531036377,0.027285456657409668,0.020572848618030548,0.02728542685508728,0.1961923912167549
