method,config,edge_mae,ler_mae,lwr_mae,seed
seg-only,"(1.5, 20.0, 0.3, 0.6)",0.22080081701278687,0.03524160385131836,0.027001142501831055,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.21868448704481125,0.032870709896087646,0.07252812385559082,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22871530801057816,0.02847456932067871,0.0274350643157959,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.2174782156944275,0.03546208143234253,0.05431723594665527,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.25549106299877167,0.03693234920501709,0.06706118583679199,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.23558279871940613,0.017510056495666504,0.02383589744567871,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22097785770893097,0.028198301792144775,0.03581881523132324,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.2174401581287384,0.027855515480041504,0.05072784423828125,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.21605374664068222,0.01981639862060547,0.03305482864379883,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.2435518354177475,0.01709824800491333,0.031395912170410156,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22697162628173828,0.03676265478134155,0.08139491081237793,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.21658905595541,0.02945077419281006,0.04398488998413086,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22200246900320053,0.027412474155426025,0.07489633560180664,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22540028393268585,0.031747400760650635,0.05975914001464844,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.22375589609146118,0.01837068796157837,0.0272979736328125,0
seg-only,"(1.5, 20.0, 0.3, -0.3)",0.25441761314868927,0.030838489532470703,0.07221674919128418,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1724187582731247,0.013229966163635254,0.010450363159179688,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.18852096796035767,0.0024834275245666504,0.0030753612518310547,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1767648607492447,0.011687934398651123,0.026140451431274414,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.19113586097955704,0.01767909526824951,0.01838994026184082,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1974700763821602,0.0076004862785339355,0.008088111877441406,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1880905106663704,0.01105654239654541,0.0265805721282959,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1810782626271248,0.021691083908081055,0.0378420352935791,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1792982816696167,0.014380693435668945,0.005160093307495117,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.18238339573144913,0.009378790855407715,0.014795064926147461,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.18939383327960968,0.014270007610321045,0.0336756706237793,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.17470520734786987,0.012590885162353516,0.017393112182617188,0
