method,seed,config,logpsd_L_all,logpsd_L_low,logpsd_L_mid,logpsd_L_high,logpsd_R_all,logpsd_R_low,logpsd_R_mid,logpsd_R_high,logpsd_W_all,logpsd_W_low,logpsd_W_mid,logpsd_W_high,logpsd_mean_all
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.539176940917969,0.6994526386260986,4.399725914001465,6.450808048248291,4.154470443725586,0.4156830310821533,4.162381649017334,5.8721537590026855,3.9580373764038086,0.3935139775276184,3.833495616912842,5.727743625640869,4.217228253682454
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.5705180168151855,0.3943307399749756,4.637214660644531,6.4312920570373535,4.644707202911377,0.5779346823692322,4.632240295410156,6.534146308898926,4.336141586303711,0.3969151973724365,4.396256446838379,6.094132423400879,4.517122268676758
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.4414777755737305,0.44707822799682617,4.263284206390381,6.463241100311279,4.087231636047363,0.2582181394100189,3.794656276702881,6.147044658660889,4.012292861938477,0.2444872111082077,3.8708596229553223,5.89271354675293,4.180334091186523
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.588068962097168,0.5716842412948608,4.352434158325195,6.677419662475586,4.407102584838867,0.7456252574920654,4.596442699432373,5.907675743103027,3.9888882637023926,0.5336340665817261,3.833749294281006,5.738760471343994,4.328019936879476
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.703769683837891,0.54264235496521,4.598794937133789,6.729264736175537,4.491214752197266,0.6402634382247925,4.455955505371094,6.303836822509766,4.235045433044434,0.6014392971992493,3.8832998275756836,6.263840675354004,4.47667662302653
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.370813846588135,0.44315481185913086,4.378283500671387,6.17611026763916,4.287812232971191,0.3426603078842163,4.224559307098389,6.17190408706665,3.9831981658935547,0.31139248609542847,4.109322547912598,5.551753997802734,4.21394141515096
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.841251850128174,0.4910522401332855,4.928682804107666,6.761605739593506,4.142468452453613,0.43884706497192383,3.997541666030884,5.99675989151001,4.301156997680664,0.48826146125793457,4.143593788146973,6.218518257141113,4.428292433420817
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.605301856994629,0.5926181674003601,4.77053165435791,6.292080402374268,4.274829864501953,0.29397067427635193,4.303328037261963,6.083651065826416,4.143482208251953,0.454140841960907,4.088576793670654,5.901161193847656,4.341204643249512
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.461381912231445,0.5563214421272278,4.422085762023926,6.303013801574707,4.2240753173828125,0.5753178596496582,4.278476715087891,5.8537163734436035,4.141783237457275,0.5878133773803711,4.149406433105469,5.774454116821289,4.275746822357178
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.675662040710449,0.4101872146129608,4.6650896072387695,6.654916763305664,4.043701648712158,0.5235298275947571,3.798585891723633,5.913512229919434,4.029308319091797,0.33387550711631775,3.9534947872161865,5.810707092285156,4.249557336171468
seg-only,0,"(1.5, 8.0, 0.7, 0.3)",4.766131401062012,0.45528197288513184,5.006665229797363,6.5152201652526855,4.47450590133667,0.5330429077148438,4.460176467895508,6.307971954345703,4.342609882354736,0.3873765468597412,4.180292129516602,6.330420970916748,4.527749061584473
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.341850280761719,0.2956034541130066,4.311042308807373,6.240157127380371,4.396782398223877,0.4354768991470337,4.1442670822143555,6.4775919914245605,3.543243646621704,0.10500624030828476,3.129445791244507,5.543920993804932,4.093958775202434
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.371376037597656,0.33664852380752563,4.407166957855225,6.19776725769043,4.174370765686035,0.38810205459594727,3.909334421157837,6.186914920806885,3.5491299629211426,0.3116355240345001,3.342217206954956,5.250271320343018,4.031625588734944
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.3081769943237305,0.4231807589530945,4.3863935470581055,6.023036479949951,4.166337013244629,0.48913830518722534,4.0615105628967285,5.968332290649414,3.4463119506835938,0.42809033393859863,3.3087761402130127,4.976873874664307,3.973608652750651
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.543692588806152,0.6050927042961121,4.852993965148926,6.052206516265869,4.451760768890381,0.7919248342514038,4.37055778503418,6.222118854522705,3.606602430343628,0.3212904930114746,3.608844041824341,5.120658874511719,4.200685262680054
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.366339683532715,0.324067085981369,4.746551036834717,5.851792812347412,4.287667274475098,0.25642335414886475,4.294045448303223,6.141862869262695,3.6048755645751953,0.1412818431854248,3.6450676918029785,5.163265705108643,4.086294174194336
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.498917579650879,0.4085021913051605,4.333179950714111,6.5525407791137695,4.523809432983398,0.5145745277404785,4.609281063079834,6.288754463195801,3.860496759414673,0.35515832901000977,3.7054216861724854,5.633421421051025,4.294407924016316
seg-only,0,"(1.5, 8.0, 0.7, 0.6)",4.352161884307861,0.3549334406852722,4.06464147567749,6.484557628631592,4.611227035522461,0.6917950510978699,4.324399471282959,6.7070231437683105,3.5986127853393555,0.46911919116973877,3.1311635971069336,5.510444164276123,4.187333901723226
