detector,localization,k_n,edge_mae,ler_mae,lwr_mae
threshold,pixel,1.0,0.4129052342058436,0.05782663146267231,0.09965182604888256
threshold,sub-pixel,1.0,0.2781207105401396,0.08116698193064908,0.12472601123558391
canny,pixel,1.0,0.4944859748893522,0.18614186984899161,0.26725036392503054
canny,sub-pixel,1.0,0.2781207105401396,0.08116698193064908,0.12472601123558391
threshold,pixel,1.0,0.4309008188218444,0.09487444387296196,0.15353357884604257
threshold,sub-pixel,1.0,0.27694728196702856,0.0849849556226906,0.14342088985961188
canny,pixel,1.0,0.4806843553191201,0.190504334402689,0.2873163381458632
canny,sub-pixel,1.0,0.27694728196702856,0.0849849556226906,0.14342088985961188
threshold,pixel,1.0,0.4139578367790343,0.1016683913415044,0.1375014526176641
threshold,sub-pixel,1.0,0.28226571718156546,0.09265518148755669,0.11804776764447267
canny,pixel,1.0,0.48513228641680217,0.200544358542474,0.2952646770768548
canny,sub-pixel,1.0,0.284398080766626,0.09739390031786666,0.12416628732896129
threshold,pixel,1.0,0.4220601465616507,0.05696150515535903,0.06509307519823038
threshold,sub-pixel,1.0,0.28465382874486167,0.0781536200639521,0.11549515917451014
canny,pixel,1.0,0.49503095202019054,0.1688034547031294,0.22480085763517232
canny,sub-pixel,1.0,0.2866825412790951,0.08106873775274315,0.12141857206025053
threshold,pixel,1.0,0.4167457079881961,0.09314182517513314,0.1120832606207709
threshold,sub-pixel,1.0,0.282304700303032,0.08120623190652876,0.10037356951445453
canny,pixel,1.0,0.4898301913560561,0.19025294326970377,0.26480393328928176
canny,sub-pixel,1.0,0.282304700303032,0.08120623190652876,0.10037356951445453
threshold,pixel,1.0,0.4127008816633493,0.06634653838973947,0.08966844216058734
threshold,sub-pixel,1.0,0.2810514172386156,0.0736972584538188,0.10306271765371866
canny,pixel,1.0,0.4817553653258182,0.19349582693098077,0.29989742560538346
canny,sub-pixel,1.0,0.2829080919441561,0.07553181954698307,0.106561688532544
threshold,pixel,1.0,0.426527927136183,0.095696922464786,0.11966786240408367
threshold,sub-pixel,1.0,0.2786006191426522,0.08709799730641543,0.10439756498409825
canny,pixel,1.0,0.5093855388618627,0.21189195893381296,0.3177531641447864
canny,sub-pixel,1.0,0.28060173094142093,0.08851625312473166,0.1127298945509132
threshold,pixel,1.0,0.409260284042998,0.10388710493285369,0.13010094006364348
threshold,sub-pixel,1.0,0.2774006893577909,0.09294602012828601,0.1282195564057509
canny,pixel,1.0,0.4744053824354589,0.19436756241060527,0.28122000776174616
canny,sub-pixel,1.0,0.27909303417726383,0.09818725370282655,0.13394946295929389
threshold,pixel,1.0,0.42784110472828574,0.07178602892767016,0.09452592254918812
threshold,sub-pixel,1.0,0.2790906432187024,0.07321980827634356,0.0893498707991669
canny,pixel,1.0,0.4800383605309817,0.1860206788937343,0.23673618842273325
canny,sub-pixel,1.0,0.28097764899261596,0.07652278299741677,0.09233509585601807
threshold,pixel,2.0,0.4201162949018582,0.08078243512341798,0.1294645458011685
threshold,sub-pixel,2.0,0.28112739396434594,0.09520436034377422,0.15502240200805217
canny,pixel,2.0,0.4885024923528193,0.2152136587194894,0.30756862700052445
canny,sub-pixel,2.0,0.28112739396434594,0.09520436034377422,0.15502240200805217
threshold,pixel,2.0,0.42227752066248625,0.04447338569135517,0.051133541620310474
threshold,sub-pixel,2.0,0.2867992039889756,0.07416615299281848,0.09457481849903182
canny,pixel,2.0,0.4972692536694415,0.16554570079423858,0.22674565976281724
canny,sub-pixel,2.0,0.2892358149587003,0.07633493273861613,0.0962679122647403
threshold,pixel,2.0,0.4266088947536824,0.08492776533504631,0.16148883956036486
threshold,sub-pixel,2.0,0.2946606268474584,0.07846714073315952,0.1059611397950535
canny,pixel,2.0,0.4867060474687757,0.17202911327548764,0.277435174212201
canny,sub-pixel,2.0,0.30266479357991183,0.08033896059111145,0.11263739215679625
threshold,pixel,2.0,0.4116316135076945,0.07917646365170572,0.12542965560835873
threshold,sub-pixel,2.0,0.2865748358705087,0.08966549440011218,0.12414032258661556
canny,pixel,2.0,0.49769018851702235,0.21527814177452975,0.2623802362144605
canny,sub-pixel,2.0,0.30847639427468604,0.09746882780933819,0.10941113946012893
threshold,pixel,2.0,0.4259558537831579,0.08455383374375347,0.11119918442722088
threshold,sub-pixel,2.0,0.28443682407289966,0.0878491267831506,0.1151897671989679
canny,pixel,2.0,0.5056622055815508,0.18792073316514435,0.24213045866973615
canny,sub-pixel,2.0,0.2922270819063515,0.09373258935067985,0.12328008367256782
threshold,pixel,2.0,0.41655669712818394,0.07874852321068371,0.12325563229524183
threshold,sub-pixel,2.0,0.28118036839425886,0.07827675397347023,0.13091277055907913
